lsoa_code,borough,major_category,minor_category,value,year,month
E01032784,Tower Hamlets,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,1
E01003128,Lambeth,Violence Against the Person,Wounding/GBH,0,2014,10
E01002744,Islington,Criminal Damage,Criminal Damage To Dwelling,0,2010,6
E01002039,Haringey,Robbery,Personal Property,0,2014,3
E01003056,Lambeth,Theft and Handling,Other Theft,1,2014,10
E01003480,Newham,Robbery,Personal Property,0,2011,5
E01002803,Islington,Criminal Damage,Criminal Damage To Dwelling,0,2009,9
E01004583,Wandsworth,Other Notifiable Offences,Going Equipped,0,2016,10
E01002457,Hillingdon,Criminal Damage,Criminal Damage To Motor Vehicle,2,2009,1
E01000544,Brent,Theft and Handling,Other Theft Person,0,2008,8
E01002616,Hounslow,Drugs,Other Drugs,0,2016,8
E01001668,Greenwich,Burglary,Burglary in a Dwelling,1,2015,5
E01001900,Hammersmith and Fulham,Theft and Handling,Theft From Motor Vehicle,0,2009,9
E01002589,Hounslow,Criminal Damage,Criminal Damage To Other Building,0,2014,12
E01000356,Bexley,Theft and Handling,Theft From Motor Vehicle,1,2012,3
E01004027,Southwark,Violence Against the Person,Wounding/GBH,0,2010,3
E01001428,Enfield,Violence Against the Person,Wounding/GBH,0,2012,12
E01003433,Merton,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,12
E01003564,Newham,Criminal Damage,Other Criminal Damage,0,2011,12
E01003360,Merton,Violence Against the Person,Common Assault,0,2015,8
E01004565,Wandsworth,Violence Against the Person,Other violence,0,2015,2
E01000975,Croydon,Drugs,Possession Of Drugs,0,2013,8
E01001354,Ealing,Criminal Damage,Criminal Damage To Dwelling,0,2014,11
E01002659,Hounslow,Violence Against the Person,Harassment,0,2015,4
E01000179,Barnet,Robbery,Personal Property,0,2008,5
E01001475,Enfield,Criminal Damage,Other Criminal Damage,0,2009,5
E01001213,Ealing,Theft and Handling,Handling Stolen Goods,0,2008,9
E01000573,Brent,Criminal Damage,Criminal Damage To Motor Vehicle,0,2011,8
E01002905,Kensington and Chelsea,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,3
E01003038,Lambeth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,4
E01001189,Croydon,Drugs,Drug Trafficking,0,2009,12
E01003173,Lambeth,Theft and Handling,Theft From Shops,0,2013,8
E01000498,Brent,Drugs,Drug Trafficking,0,2009,7
E01003677,Redbridge,Fraud or Forgery,Other Fraud & Forgery,0,2014,1
E01001871,Hammersmith and Fulham,Theft and Handling,Theft From Shops,0,2014,2
E01000126,Barnet,Violence Against the Person,Assault with Injury,2,2009,9
E01004158,Sutton,Violence Against the Person,Offensive Weapon,0,2008,1
E01002940,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,6
E01004389,Waltham Forest,Other Notifiable Offences,Other Notifiable,1,2016,1
E01002326,Havering,Theft and Handling,Other Theft Person,1,2012,9
E01002974,Kingston upon Thames,Robbery,Personal Property,0,2011,2
E01000254,Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,0,2008,8
E01001424,Enfield,Drugs,Possession Of Drugs,0,2010,5
E01000678,Bromley,Theft and Handling,Handling Stolen Goods,0,2012,9
E01004502,Wandsworth,Theft and Handling,Other Theft,1,2016,6
E01032567,Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,3
E01004305,Tower Hamlets,Other Notifiable Offences,Other Notifiable,0,2015,9
E01002650,Hounslow,Drugs,Possession Of Drugs,1,2008,11
E01002615,Hounslow,Violence Against the Person,Assault with Injury,0,2009,12
E01004712,Westminster,Fraud or Forgery,Other Fraud & Forgery,0,2008,9
E01002056,Haringey,Robbery,Business Property,0,2014,5
E01033153,Waltham Forest,Criminal Damage,Criminal Damage To Motor Vehicle,0,2009,4
E01002631,Hounslow,Violence Against the Person,Assault with Injury,1,2014,1
E01001356,Ealing,Theft and Handling,Theft/Taking of Pedal Cycle,1,2012,10
E01001488,Enfield,Violence Against the Person,Harassment,0,2014,1
E01001596,Greenwich,Burglary,Burglary in a Dwelling,1,2008,2
E01000298,Barnet,Theft and Handling,Handling Stolen Goods,0,2012,1
E01002282,Havering,Drugs,Possession Of Drugs,0,2012,5
E01002805,Islington,Criminal Damage,Criminal Damage To Other Building,0,2010,4
E01002090,Haringey,Violence Against the Person,Common Assault,0,2014,2
E01000345,Bexley,Criminal Damage,Criminal Damage To Other Building,0,2009,3
E01000043,Barking and Dagenham,Burglary,Burglary in a Dwelling,2,2009,12
E01000583,Brent,Violence Against the Person,Other violence,1,2011,4
E01002006,Haringey,Violence Against the Person,Harassment,1,2015,11
E01000142,Barnet,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,10
E01004448,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,1
E01002157,Harrow,Theft and Handling,Other Theft,1,2011,6
E01004062,Southwark,Criminal Damage,Criminal Damage To Motor Vehicle,0,2010,11
E01001060,Croydon,Theft and Handling,Theft From Shops,0,2008,6
E01003025,Lambeth,Criminal Damage,Criminal Damage To Dwelling,0,2013,8
E01002122,Harrow,Theft and Handling,Theft From Shops,0,2013,6
E01000010,Barking and Dagenham,Theft and Handling,Theft From Shops,20,2016,1
E01002769,Islington,Violence Against the Person,Harassment,1,2011,2
E01003379,Merton,Violence Against the Person,Common Assault,1,2015,2
E01001988,Haringey,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,5
E01001680,Greenwich,Robbery,Personal Property,0,2014,11
E01004366,Waltham Forest,Burglary,Burglary in a Dwelling,0,2015,8
E01004099,Sutton,Drugs,Possession Of Drugs,0,2012,11
E01033698,Hackney,Violence Against the Person,Harassment,0,2012,2
E01000509,Brent,Burglary,Burglary in Other Buildings,0,2013,3
E01001300,Ealing,Theft and Handling,Other Theft,1,2015,6
E01003153,Lambeth,Criminal Damage,Criminal Damage To Dwelling,0,2013,9
E01004250,Tower Hamlets,Other Notifiable Offences,Other Notifiable,0,2010,1
E01001065,Croydon,Violence Against the Person,Wounding/GBH,1,2016,5
E01001872,Hammersmith and Fulham,Other Notifiable Offences,Other Notifiable,0,2015,10
E01002791,Islington,Robbery,Business Property,0,2015,5
E01001717,Hackney,Robbery,Personal Property,0,2010,7
E01003803,Richmond upon Thames,Criminal Damage,Other Criminal Damage,0,2015,12
E01003623,Newham,Theft and Handling,Motor Vehicle Interference & Tampering,1,2013,2
E01000791,Bromley,Theft and Handling,Other Theft Person,0,2013,6
E01003790,Redbridge,Drugs,Possession Of Drugs,2,2008,12
E01002731,Islington,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,10
E01000338,Bexley,Criminal Damage,Criminal Damage To Other Building,0,2011,6
E01003051,Lambeth,Violence Against the Person,Offensive Weapon,0,2012,11
E01003575,Newham,Other Notifiable Offences,Other Notifiable,0,2009,9
E01003014,Lambeth,Other Notifiable Offences,Other Notifiable,1,2009,7
E01004495,Wandsworth,Violence Against the Person,Common Assault,0,2014,3
E01002017,Haringey,Violence Against the Person,Assault with Injury,2,2016,2
E01000220,Barnet,Violence Against the Person,Offensive Weapon,0,2008,12
E01002643,Hounslow,Drugs,Drug Trafficking,0,2011,2
E01003476,Merton,Robbery,Personal Property,0,2016,1
E01001057,Croydon,Violence Against the Person,Common Assault,1,2014,2
E01004042,Southwark,Violence Against the Person,Offensive Weapon,0,2012,11
E01001727,Hackney,Robbery,Personal Property,0,2013,3
E01001442,Enfield,Violence Against the Person,Offensive Weapon,1,2011,8
E01004702,Westminster,Drugs,Possession Of Drugs,0,2013,1
E01000274,Barnet,Drugs,Drug Trafficking,0,2015,10
E01001100,Croydon,Violence Against the Person,Harassment,1,2011,7
E01004155,Sutton,Theft and Handling,Theft/Taking of Pedal Cycle,0,2011,7
E01002138,Harrow,Theft and Handling,Handling Stolen Goods,0,2010,3
E01033455,Brent,Robbery,Personal Property,0,2008,11
E01001913,Hammersmith and Fulham,Violence Against the Person,Offensive Weapon,0,2012,5
E01002281,Havering,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,8
E01004679,Westminster,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,4
E01003908,Richmond upon Thames,Robbery,Business Property,0,2016,6
E01004391,Waltham Forest,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,11
E01001967,Haringey,Robbery,Business Property,0,2014,1
E01003753,Redbridge,Violence Against the Person,Harassment,1,2010,8
E01000347,Bexley,Other Notifiable Offences,Other Notifiable,0,2009,12
E01003328,Lewisham,Violence Against the Person,Offensive Weapon,0,2008,9
E01001577,Greenwich,Robbery,Business Property,0,2013,1
E01033711,Hackney,Burglary,Burglary in a Dwelling,1,2012,8
E01000565,Brent,Criminal Damage,Criminal Damage To Other Building,0,2013,11
E01002916,Kingston upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,11
E01004678,Westminster,Theft and Handling,Theft From Shops,0,2010,8
E01002515,Hillingdon,Drugs,Drug Trafficking,0,2011,10
E01003534,Newham,Criminal Damage,Other Criminal Damage,0,2014,2
E01000134,Barnet,Drugs,Possession Of Drugs,0,2010,3
E01000656,Bromley,Violence Against the Person,Wounding/GBH,0,2013,8
E01001081,Croydon,Criminal Damage,Criminal Damage To Other Building,2,2009,4
E01002333,Havering,Theft and Handling,Other Theft,1,2009,10
E01002983,Kingston upon Thames,Violence Against the Person,Wounding/GBH,1,2008,6
E01004209,Tower Hamlets,Criminal Damage,Criminal Damage To Dwelling,0,2012,8
E01003895,Richmond upon Thames,Other Notifiable Offences,Going Equipped,0,2012,10
E01002915,Kingston upon Thames,Theft and Handling,Theft From Motor Vehicle,0,2016,1
E01003943,Southwark,Theft and Handling,Handling Stolen Goods,0,2010,10
E01004108,Sutton,Other Notifiable Offences,Other Notifiable,0,2013,12
E01001827,Hackney,Drugs,Possession Of Drugs,0,2016,7
E01003648,Redbridge,Fraud or Forgery,Counted per Victim,0,2008,3
E01000458,Bexley,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,8
E01003013,Lambeth,Theft and Handling,Handling Stolen Goods,0,2016,9
E01001139,Croydon,Violence Against the Person,Common Assault,0,2011,1
E01002998,Kingston upon Thames,Violence Against the Person,Harassment,0,2012,10
E01000314,Barnet,Burglary,Burglary in a Dwelling,0,2008,9
E01002462,Hillingdon,Violence Against the Person,Common Assault,0,2010,10
E01004199,Tower Hamlets,Violence Against the Person,Assault with Injury,2,2013,4
E01001667,Greenwich,Fraud or Forgery,Other Fraud & Forgery,0,2011,7
E01003093,Lambeth,Theft and Handling,Theft/Taking of Pedal Cycle,0,2012,1
E01002816,Kensington and Chelsea,Theft and Handling,Theft From Motor Vehicle,1,2013,6
E01004107,Sutton,Violence Against the Person,Assault with Injury,1,2014,1
E01002365,Havering,Other Notifiable Offences,Other Notifiable,0,2009,1
E01003391,Merton,Violence Against the Person,Assault with Injury,2,2008,4
E01002326,Havering,Criminal Damage,Other Criminal Damage,0,2013,11
E01000917,Camden,Theft and Handling,Theft From Shops,1,2016,5
E01000837,Bromley,Violence Against the Person,Offensive Weapon,0,2009,5
E01004051,Southwark,Theft and Handling,Handling Stolen Goods,0,2011,8
E01002040,Haringey,Burglary,Burglary in a Dwelling,4,2010,9
E01002734,Islington,Fraud or Forgery,Other Fraud & Forgery,0,2012,7
E01000824,Bromley,Robbery,Personal Property,0,2013,12
E01003459,Merton,Drugs,Possession Of Drugs,0,2011,2
E01000501,Brent,Violence Against the Person,Wounding/GBH,0,2012,12
E01002251,Havering,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,4
E01002275,Havering,Other Notifiable Offences,Other Notifiable,0,2008,12
E01000347,Bexley,Robbery,Personal Property,0,2014,3
E01004203,Tower Hamlets,Theft and Handling,Theft From Motor Vehicle,2,2008,2
E01004038,Southwark,Other Notifiable Offences,Going Equipped,0,2012,8
E01001261,Ealing,Robbery,Business Property,0,2012,4
E01002572,Hounslow,Theft and Handling,Theft From Shops,0,2012,7
E01000109,Barking and Dagenham,Criminal Damage,Other Criminal Damage,0,2015,12
E01004373,Waltham Forest,Violence Against the Person,Common Assault,0,2011,5
E01002692,Hounslow,Theft and Handling,Handling Stolen Goods,0,2013,1
E01000336,Bexley,Other Notifiable Offences,Other Notifiable,0,2015,6
E01003059,Lambeth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2013,12
E01002718,Islington,Violence Against the Person,Offensive Weapon,0,2010,7
E01004314,Tower Hamlets,Theft and Handling,Theft/Taking of Pedal Cycle,0,2013,2
E01000618,Brent,Theft and Handling,Other Theft,0,2015,9
E01003919,Southwark,Theft and Handling,Other Theft,5,2009,5
E01000038,Barking and Dagenham,Other Notifiable Offences,Other Notifiable,0,2016,4
E01003225,Lewisham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2008,5
E01001014,Croydon,Violence Against the Person,Assault with Injury,7,2016,1
E01002827,Kensington and Chelsea,Burglary,Burglary in a Dwelling,0,2010,7
E01001704,Greenwich,Theft and Handling,Motor Vehicle Interference & Tampering,1,2011,12
E01003083,Lambeth,Theft and Handling,Handling Stolen Goods,0,2013,8
E01000515,Brent,Robbery,Personal Property,0,2014,9
E01002578,Hounslow,Drugs,Drug Trafficking,0,2009,6
E01001861,Hammersmith and Fulham,Sexual Offences,Other Sexual,0,2011,8
E01001199,Ealing,Theft and Handling,Theft From Motor Vehicle,0,2013,9
E01003537,Newham,Violence Against the Person,Wounding/GBH,0,2008,3
E01003231,Lewisham,Theft and Handling,Other Theft,1,2010,1
E01004746,Westminster,Criminal Damage,Criminal Damage To Other Building,0,2016,5
E01001736,Hackney,Criminal Damage,Criminal Damage To Other Building,0,2013,11
E01003064,Lambeth,Theft and Handling,Theft From Shops,0,2015,8
E01002466,Hillingdon,Violence Against the Person,Assault with Injury,1,2008,9
E01000218,Barnet,Drugs,Possession Of Drugs,1,2012,9
E01002114,Harrow,Violence Against the Person,Harassment,0,2009,1
E01001504,Enfield,Violence Against the Person,Offensive Weapon,0,2008,10
E01001822,Hackney,Drugs,Drug Trafficking,0,2016,7
E01000201,Barnet,Violence Against the Person,Wounding/GBH,1,2015,8
E01001620,Greenwich,Burglary,Burglary in a Dwelling,2,2013,4
E01004184,Sutton,Drugs,Other Drugs,0,2012,12
E01002020,Haringey,Robbery,Personal Property,0,2009,6
E01003407,Merton,Theft and Handling,Other Theft,2,2016,1
E01003303,Lewisham,Drugs,Drug Trafficking,0,2014,6
E01002583,Hounslow,Violence Against the Person,Harassment,3,2010,9
E01004574,Wandsworth,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,12
E01002754,Islington,Criminal Damage,Other Criminal Damage,0,2013,8
E01000680,Bromley,Theft and Handling,Other Theft,1,2011,1
E01001526,Enfield,Drugs,Drug Trafficking,0,2014,3
E01003409,Merton,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,12
E01003375,Merton,Theft and Handling,Handling Stolen Goods,1,2014,4
E01000176,Barnet,Drugs,Possession Of Drugs,0,2015,6
E01001790,Hackney,Theft and Handling,Other Theft Person,0,2015,4
E01003546,Newham,Criminal Damage,Criminal Damage To Other Building,0,2010,6
E01003239,Lewisham,Robbery,Business Property,0,2016,3
E01003854,Richmond upon Thames,Other Notifiable Offences,Other Notifiable,0,2011,7
E01003456,Merton,Theft and Handling,Other Theft Person,4,2016,12
E01000336,Bexley,Theft and Handling,Other Theft,5,2008,7
E01003385,Merton,Theft and Handling,Theft From Motor Vehicle,0,2013,2
E01004577,Wandsworth,Criminal Damage,Other Criminal Damage,0,2012,3
E01004186,Sutton,Criminal Damage,Other Criminal Damage,0,2012,1
E01001602,Greenwich,Violence Against the Person,Common Assault,4,2010,11
E01004324,Tower Hamlets,Theft and Handling,Handling Stolen Goods,0,2016,6
E01033734,Greenwich,Robbery,Personal Property,0,2015,11
E01002618,Hounslow,Violence Against the Person,Assault with Injury,1,2012,6
E01004504,Wandsworth,Robbery,Business Property,0,2016,5
E01000856,Camden,Theft and Handling,Theft From Motor Vehicle,2,2011,7
E01003552,Newham,Robbery,Personal Property,3,2008,6
E01004337,Waltham Forest,Violence Against the Person,Assault with Injury,1,2008,11
E01003521,Newham,Criminal Damage,Criminal Damage To Other Building,1,2010,11
E01000559,Brent,Theft and Handling,Other Theft,0,2008,2
E01000119,Barnet,Criminal Damage,Criminal Damage To Other Building,0,2013,3
E01000907,Camden,Theft and Handling,Motor Vehicle Interference & Tampering,0,2010,9
E01002206,Harrow,Other Notifiable Offences,Other Notifiable,0,2010,2
E01000421,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,1,2012,6
E01001669,Greenwich,Robbery,Personal Property,0,2009,9
E01002978,Kingston upon Thames,Violence Against the Person,Harassment,0,2009,10
E01001008,Croydon,Violence Against the Person,Murder,0,2013,3
E01003579,Newham,Theft and Handling,Theft From Motor Vehicle,0,2012,1
E01001403,Enfield,Criminal Damage,Criminal Damage To Other Building,0,2009,12
E01000714,Bromley,Other Notifiable Offences,Going Equipped,0,2012,10
E01001489,Enfield,Violence Against the Person,Wounding/GBH,0,2015,9
E01001489,Enfield,Other Notifiable Offences,Other Notifiable,1,2016,10
E01002496,Hillingdon,Robbery,Business Property,0,2014,11
E01002758,Islington,Fraud or Forgery,Other Fraud & Forgery,0,2010,4
E01000432,Bexley,Violence Against the Person,Harassment,0,2012,2
E01004031,Southwark,Drugs,Possession Of Drugs,3,2008,4
E01001525,Enfield,Burglary,Burglary in Other Buildings,1,2009,11
E01001553,Enfield,Burglary,Burglary in Other Buildings,0,2013,12
E01002912,Kensington and Chelsea,Theft and Handling,Other Theft Person,2,2015,12
E01002892,Kensington and Chelsea,Theft and Handling,Theft/Taking of Pedal Cycle,1,2011,5
E01004398,Waltham Forest,Drugs,Possession Of Drugs,1,2016,8
E01003513,Newham,Theft and Handling,Theft From Shops,0,2008,12
E01001833,Hackney,Theft and Handling,Theft From Shops,0,2009,2
E01001895,Hammersmith and Fulham,Burglary,Burglary in Other Buildings,1,2015,1
E01000116,Barnet,Violence Against the Person,Other violence,0,2009,4
E01004524,Wandsworth,Criminal Damage,Criminal Damage To Dwelling,0,2011,3
E01003908,Richmond upon Thames,Criminal Damage,Criminal Damage To Dwelling,0,2016,9
E01000879,Camden,Violence Against the Person,Harassment,0,2008,11
E01003145,Lambeth,Burglary,Burglary in a Dwelling,2,2011,7
E01003347,Lewisham,Violence Against the Person,Offensive Weapon,0,2008,5
E01000302,Barnet,Burglary,Burglary in a Dwelling,3,2011,8
E01001867,Hammersmith and Fulham,Violence Against the Person,Wounding/GBH,0,2013,12
E01000269,Barnet,Robbery,Business Property,0,2015,10
E01001481,Enfield,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,2
E01000635,Brent,Fraud or Forgery,Other Fraud & Forgery,0,2012,6
E01033589,Redbridge,Violence Against the Person,Offensive Weapon,1,2014,4
E01004604,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,0,2009,6
E01001441,Enfield,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,9
E01002220,Harrow,Violence Against the Person,Wounding/GBH,0,2009,8
E01002418,Hillingdon,Burglary,Burglary in a Dwelling,0,2011,10
E01002754,Islington,Violence Against the Person,Harassment,0,2015,10
E01001920,Hammersmith and Fulham,Other Notifiable Offences,Other Notifiable,1,2010,9
E01004308,Tower Hamlets,Violence Against the Person,Offensive Weapon,0,2008,3
E01002778,Islington,Theft and Handling,Motor Vehicle Interference & Tampering,0,2014,1
E01004226,Tower Hamlets,Robbery,Personal Property,0,2009,7
E01002835,Kensington and Chelsea,Theft and Handling,Theft From Shops,5,2009,4
E01000033,Barking and Dagenham,Burglary,Burglary in a Dwelling,0,2013,12
E01003776,Redbridge,Theft and Handling,Theft From Motor Vehicle,1,2013,3
E01001966,Haringey,Theft and Handling,Motor Vehicle Interference & Tampering,1,2014,8
E01001791,Hackney,Criminal Damage,Criminal Damage To Other Building,0,2015,3
E01002811,Islington,Theft and Handling,Theft/Taking of Pedal Cycle,0,2015,1
E01004042,Southwark,Theft and Handling,Other Theft,2,2013,3
E01003712,Redbridge,Criminal Damage,Other Criminal Damage,0,2010,5
E01004574,Wandsworth,Criminal Damage,Criminal Damage To Motor Vehicle,1,2016,7
E01002772,Islington,Drugs,Possession Of Drugs,0,2010,9
E01003153,Lambeth,Criminal Damage,Criminal Damage To Other Building,0,2012,11
E01003346,Lewisham,Drugs,Drug Trafficking,0,2010,3
E01003975,Southwark,Other Notifiable Offences,Going Equipped,0,2014,10
E01002622,Hounslow,Criminal Damage,Criminal Damage To Other Building,0,2014,10
E01004723,Westminster,Criminal Damage,Criminal Damage To Other Building,0,2010,9
E01002808,Islington,Theft and Handling,Theft/Taking of Pedal Cycle,0,2016,8
E01003627,Newham,Violence Against the Person,Other violence,1,2009,8
E01002017,Haringey,Theft and Handling,Theft From Motor Vehicle,1,2014,7
E01001320,Ealing,Theft and Handling,Other Theft Person,0,2016,11
E01003229,Lewisham,Other Notifiable Offences,Going Equipped,0,2011,11
E01003268,Lewisham,Violence Against the Person,Harassment,0,2014,4
E01001585,Greenwich,Robbery,Business Property,0,2009,12
E01001448,Enfield,Criminal Damage,Criminal Damage To Dwelling,0,2008,7
E01001575,Greenwich,Violence Against the Person,Common Assault,1,2012,2
E01003296,Lewisham,Drugs,Other Drugs,0,2012,2
E01004552,Wandsworth,Drugs,Drug Trafficking,0,2015,10
E01003373,Merton,Violence Against the Person,Assault with Injury,2,2012,5
E01001340,Ealing,Theft and Handling,Motor Vehicle Interference & Tampering,0,2011,12
E01003331,Lewisham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2012,10
E01000795,Bromley,Violence Against the Person,Wounding/GBH,0,2015,6
E01000020,Barking and Dagenham,Burglary,Burglary in Other Buildings,1,2014,1
E01003537,Newham,Violence Against the Person,Harassment,0,2008,3
E01002016,Haringey,Robbery,Personal Property,0,2013,9
E01000250,Barnet,Theft and Handling,Theft From Motor Vehicle,2,2008,3
E01003575,Newham,Drugs,Other Drugs,0,2014,7
E01001375,Ealing,Theft and Handling,Theft From Motor Vehicle,6,2014,9
E01002717,Islington,Theft and Handling,Theft From Shops,0,2013,7
E01004742,Westminster,Drugs,Drug Trafficking,0,2013,8
E01004541,Wandsworth,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2012,2
E01000450,Bexley,Theft and Handling,Other Theft,0,2014,9
E01003881,Richmond upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2009,8
E01000282,Barnet,Violence Against the Person,Offensive Weapon,0,2008,11
E01000250,Barnet,Theft and Handling,Other Theft Person,1,2016,3
E01004166,Sutton,Violence Against the Person,Harassment,0,2011,8
E01002563,Hounslow,Violence Against the Person,Other violence,0,2008,9
E01002926,Kingston upon Thames,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2014,8
E01003466,Merton,Criminal Damage,Criminal Damage To Motor Vehicle,0,2016,5
E01001369,Ealing,Violence Against the Person,Other violence,0,2016,6
E01000562,Brent,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2008,4
E01000976,Croydon,Drugs,Possession Of Drugs,1,2012,6
E01001323,Ealing,Criminal Damage,Criminal Damage To Motor Vehicle,4,2010,6
E01003034,Lambeth,Violence Against the Person,Other violence,0,2015,5
E01000954,Camden,Theft and Handling,Theft/Taking of Pedal Cycle,0,2009,4
E01003557,Newham,Fraud or Forgery,Counted per Victim,0,2015,5
E01000534,Brent,Theft and Handling,Other Theft,0,2014,2
E01002144,Harrow,Theft and Handling,Theft/Taking of Pedal Cycle,0,2014,1
E01002543,Hillingdon,Drugs,Drug Trafficking,0,2011,1
E01004496,Wandsworth,Violence Against the Person,Assault with Injury,0,2011,8
E01000558,Brent,Criminal Damage,Criminal Damage To Other Building,0,2010,4
E01001126,Croydon,Drugs,Possession Of Drugs,0,2011,4
E01003216,Lewisham,Other Notifiable Offences,Other Notifiable,0,2014,5
E01032563,Bromley,Theft and Handling,Theft From Motor Vehicle,0,2010,7
E01004719,Westminster,Sexual Offences,Other Sexual,0,2016,7
E01003554,Newham,Violence Against the Person,Wounding/GBH,0,2010,7
E01000986,Croydon,Theft and Handling,Theft From Motor Vehicle,0,2009,2
E01000668,Bromley,Theft and Handling,Theft From Motor Vehicle,0,2011,9
E01003284,Lewisham,Drugs,Other Drugs,0,2013,5
E01004277,Tower Hamlets,Violence Against the Person,Harassment,0,2010,11
E01002165,Harrow,Criminal Damage,Criminal Damage To Motor Vehicle,0,2015,7
E01004156,Sutton,Burglary,Burglary in a Dwelling,0,2014,4
E01001984,Haringey,Criminal Damage,Other Criminal Damage,0,2011,5
E01000931,Camden,Drugs,Possession Of Drugs,1,2014,5
E01001862,Hammersmith and Fulham,Violence Against the Person,Offensive Weapon,0,2016,9
E01001338,Ealing,Violence Against the Person,Common Assault,3,2015,12
E01000337,Bexley,Criminal Damage,Criminal Damage To Motor Vehicle,1,2012,8
E01002841,Kensington and Chelsea,Theft and Handling,Other Theft Person,1,2008,8
E01002862,Kensington and Chelsea,Violence Against the Person,Assault with Injury,0,2014,1
E01001819,Hackney,Theft and Handling,Other Theft,0,2008,12
E01003536,Newham,Theft and Handling,Theft/Taking Of Motor Vehicle,1,2015,7
E01000676,Bromley,Drugs,Other Drugs,0,2016,9
E01004125,Sutton,Violence Against the Person,Assault with Injury,0,2012,5
E01002731,Islington,Burglary,Burglary in a Dwelling,2,2012,10
E01003164,Lambeth,Criminal Damage,Other Criminal Damage,1,2008,1
E01003073,Lambeth,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,3
E01003684,Redbridge,Violence Against the Person,Harassment,0,2008,11
E01003531,Newham,Theft and Handling,Theft From Shops,0,2009,5
E01000264,Barnet,Fraud or Forgery,Other Fraud & Forgery,0,2009,7
E01003824,Richmond upon Thames,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,8
E01000592,Brent,Theft and Handling,Theft/Taking of Pedal Cycle,0,2010,2
E01003502,Newham,Theft and Handling,Motor Vehicle Interference & Tampering,0,2015,1
E01000428,Bexley,Violence Against the Person,Common Assault,0,2011,1
E01033486,Islington,Violence Against the Person,Common Assault,0,2010,4
E01003784,Redbridge,Violence Against the Person,Harassment,0,2014,8
E01000892,Camden,Other Notifiable Offences,Other Notifiable,0,2016,4
E01002428,Hillingdon,Violence Against the Person,Wounding/GBH,0,2008,2
E01001142,Croydon,Violence Against the Person,Common Assault,0,2008,9
E01003266,Lewisham,Robbery,Business Property,0,2010,4
E01001832,Hackney,Theft and Handling,Theft/Taking of Pedal Cycle,0,2008,11
E01002169,Harrow,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2015,2
E01003414,Merton,Criminal Damage,Criminal Damage To Other Building,0,2011,4
E01001713,Greenwich,Theft and Handling,Handling Stolen Goods,0,2010,5
E01002764,Islington,Theft and Handling,Handling Stolen Goods,0,2009,7
E01004426,Waltham Forest,Theft and Handling,Other Theft,0,2010,3
E01002616,Hounslow,Theft and Handling,Theft/Taking of Pedal Cycle,1,2012,9
E01001897,Hammersmith and Fulham,Theft and Handling,Other Theft Person,0,2011,7
E01003005,Kingston upon Thames,Drugs,Drug Trafficking,0,2016,2
E01000153,Barnet,Theft and Handling,Other Theft,0,2015,1
E01004322,Tower Hamlets,Theft and Handling,Handling Stolen Goods,0,2011,5
E01004544,Wandsworth,Theft and Handling,Other Theft,0,2015,3
E01002632,Hounslow,Criminal Damage,Criminal Damage To Other Building,0,2013,11
E01003075,Lambeth,Violence Against the Person,Harassment,1,2013,10
E01000413,Bexley,Robbery,Personal Property,0,2011,5
E01000242,Barnet,Violence Against the Person,Common Assault,0,2009,12
E01002551,Hillingdon,Robbery,Personal Property,0,2011,2
E01002682,Hounslow,Other Notifiable Offences,Other Notifiable,0,2012,9
E01000990,Croydon,Theft and Handling,Theft/Taking Of Motor Vehicle,0,2011,6
